rally,serve,hitpoint,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,opponent.depth,opponent.distance.from.center,same.side,previous.hitpoint,previous.time.to.net,server.is.impact.player,id,outcome
4,1,F,31.73399718,0.807389977,0.114717625,4.423525786,True,False,4.115154996,13.7572,1.4896,12.7872,2.5096,27.82192005,1.038600481,3.790526685,2.93464465,13.1192,1.1032,True,F,0.5415448939999999,False,8495,UE
5,1,F,37.90444042,0.951517671,0.5461544620000001,0.59043492,True,False,6.425000012000001,13.1506,4.5432,13.1502,1.8818,22.72329571,1.672251207,1.217861305,0.948342044,13.626,1.1378,True,B,0.764120714,True,5651,UE
5,1,F,35.21608451,0.834916415,0.411106827,1.381217514,False,False,2.476560922,12.2702,0.9266,11.4248,1.4012,32.58484203,0.248021632,2.281761186,5.448562472000001,14.7806,1.7454,False,B,0.5245504639999999,True,7415,W
5,1,B,19.69130568,-0.048813581,0.231352573,6.264814365,False,False,2.599599423,6.638,0.585,9.205,0.9954,31.53306591,0.722327433,4.079750675,5.824945894,15.5488,2.707,True,V,0.6110759720000001,True,8962,FE
9,1,B,31.33730096,-0.22329661,3.046310835,7.924967287,False,False,0.45857453,13.496,2.4508,13.2478,2.8364,31.86252688,0.625076978,1.819901476,1.578026736,12.851,3.125,False,B,0.470791673,True,3078,UE
11,2,F,34.13391332,0.332900833,0.671104817,4.956702255,False,False,4.653267209,15.003,3.0246,14.7694,1.6228,28.32702162,0.481894948,0.6956474709999999,1.645817486,9.3098,1.5278,False,F,0.349490124,True,1065,W
4,1,B,34.96651981,0.400911671,0.169956675,3.265639406,True,False,7.276620636,14.3396,4.3196,12.1814,2.6296,29.12984945,1.16797117,0.253745914,2.618627352,13.8006,1.8122,True,B,0.587340805,False,7833,UE
3,1,F,44.01795542,0.137982574,1.535990735,5.055635415,False,False,1.244938954,11.091,2.7464,10.9542,1.509,21.93810462,0.999314486,2.920556729,6.033480616,12.7234,2.4728,False,F,0.697780042,True,5931,W
5,1,B,30.40872622,1.044915877,0.793092603,2.6154837680000003,True,False,3.114530912,12.4638,4.7332,14.6444,2.5094,30.91083213,0.456401263,0.977005279,4.209426721,11.9434,3.1222,False,B,0.464034448,True,8747,UE
17,1,F,28.42617034,0.17920254100000002,1.188027341,6.6904672939999985,False,False,6.275798423,12.7976,2.6666,13.1298,3.6004,21.77766141,0.40874883,0.856850839,2.515477336,7.2868,0.998,False,F,0.348287165,True,5137,W
12,1,F,41.27492106,0.7708499440000001,0.07671369900000001,0.661845719,False,False,2.9193931560000004,12.7948,0.5662,14.3354,3.0460000000000003,22.96105537,1.4696395880000002,2.925304461,4.630888872,12.9588,4.2488,False,F,0.71968385,False,7269,W
6,1,B,32.32509423,0.353997553,0.241620316,2.953403777,True,False,6.112017935,12.4016,4.0004,14.6506,1.6828,24.91657743,1.031053381,1.380263457,5.406755181,13.972,2.8988,True,B,0.702628192,False,4717,UE
7,1,B,27.98311992,1.246223983,0.07672137799999999,2.523517011,True,False,0.286869796,13.1736,1.8806,13.3054,2.1354,34.34421419,0.455338077,2.077437284,2.376402592,13.0872,1.5326,False,B,0.441692916,True,8757,UE
12,2,B,38.7117709,-0.215971481,0.281801089,6.148449625,False,False,4.875211408999999,15.3988,1.6216,14.9056,3.2286,32.40530456,0.6275453089999999,1.419951432,2.78831249,13.6116,1.7578,False,F,0.489339861,False,9272,UE
4,1,F,39.14950587,0.605276605,0.465431611,1.199125306,False,False,2.9964496460000003,12.5094,2.3272,14.4656,0.0574,26.04616371,0.487857639,2.950988644,7.773279098,14.4154,0.0504,False,F,0.6956617829999999,False,173,W
4,1,F,31.1420255,3.313940364,2.727328416,4.558786115,False,True,5.337801652,15.0886,1.8394,13.4064,3.2264,34.61803676,0.099378437,1.436469582,4.9954334110000005,11.6698,2.7156,False,F,0.378499274,False,6875,FE
5,1,F,36.08382279,-0.094384265,2.087092497,7.740568615,False,False,0.635465939,11.6896,2.3036,12.0016,2.8572,29.21953085,0.65418922,3.575910892,4.819130196000001,15.1212,2.407,False,B,0.62584177,True,5241,UE
14,2,F,20.24153687,0.790245256,1.171875955,2.590392282,False,False,2.935669225,4.0864,1.3546,6.0306,0.845,21.98516233,1.735177907,3.735906776,8.384618604,15.5724,3.7128,False,V,0.881974548,False,301,W
11,2,B,32.29673088,1.4260234859999998,0.4233193670000001,0.98528792,True,True,3.151502277,14.374,2.6964,14.2342,0.452,31.55091469,0.343677753,2.445057224,5.093639553,12.358,2.8518,True,B,0.461206388,True,5899,UE
3,2,F,28.18537922,0.950481649,0.363709675,3.133794496,True,False,2.743708797,12.6498,3.7762,10.9098,1.6548,31.5660841,1.23392793,1.5916745819999998,1.137998901,12.2558,3.7622,False,U,0.460039191,True,1830,UE
4,2,F,35.57283387,-0.129428108,2.944165377,7.461720599999999,False,False,2.970203562,13.1176,0.7162,11.3318,1.6572,28.97998374,0.893345133,3.730223342,1.869552931,12.7768,0.9618,True,B,0.536128346,False,1312,UE
6,1,F,35.25519104,0.381524607,0.7175243509999999,3.808032649,True,False,4.426884638,14.7904,2.6986,14.3198,1.7032,36.85192252,0.400185086,1.704641253,4.281180372,12.3312,0.8196,True,F,0.388073658,False,8700,FE
6,2,F,31.84316219,1.086746526,1.04311152,1.187198962,True,False,1.578902961,13.4894,0.0704,14.2078,1.3356,32.567653,0.863791048,3.600192663,3.404095945,13.3518,0.9898,True,F,0.496722692,False,3185,UE
15,1,U,15.89864394,0.159063962,2.225680348,9.196596912999999,False,False,3.1039304760000004,8.8504,4.1318,11.5962,2.6844,22.5028594,1.010273921,1.969774011,5.245338963,14.478,3.3424,False,B,0.872667335,True,6157,W
14,1,B,30.38788101,1.919691224,3.056632442,0.608471428,False,True,3.533548703,13.6194,3.9558,14.9706,0.6908,38.60365484,0.40869438,0.71013745,3.373157832,14.5852,1.389,False,F,0.438592279,False,6356,UE
4,1,F,32.15768833,1.5149605,0.461553779,0.8154948870000001,False,True,3.5889369230000003,15.0446,2.7862,13.4036,0.4056,38.54831438,0.401320966,1.007406703,2.323251244,11.4974,1.0186,False,F,0.335615599,False,2864,UE
3,1,F,38.13984271,0.4633325720000001,1.276355821,1.19830844,False,False,2.707929371,10.8682,4.3416,10.9464,1.6348,26.00128709,0.661815225,2.689252515,5.605125878,12.9416,4.4272,False,B,0.617157625,True,4385,W
11,1,B,24.71648864,0.392558821,0.7506419,4.115660753,False,False,2.506928782,13.2764,2.8302,11.0838,1.6148,32.37957584,0.960098148,1.369784934,1.59783888,13.0544,4.1342,False,B,0.507099995,True,8843,W
14,1,B,32.36295044,-0.095646563,3.639526492,7.6617456389999985,False,False,2.136852714,14.2222,3.1334,14.6838,1.047,34.83093749,0.63068187,1.470709653,3.295549863,12.6714,2.6614,False,F,0.430678,False,8155,UE
6,1,F,27.34695593,-0.710708762,2.997387599,10.75281346,False,False,4.750878462,14.8168,3.2074,14.3178,1.5172,36.06181095,0.5904937889999999,0.050344679,3.539434543,14.8806,2.3132,False,U,0.485681789,False,4590,FE
5,2,B,35.77309637,0.282524848,0.192509977,2.971006799,False,False,2.61164859,13.2944,3.9592,13.3684,1.3486,31.84521714,0.811727702,1.105404813,2.961423185,12.4656,3.9722,False,B,0.480253144,True,5424,W
3,1,U,31.17851399,0.275165277,1.045151515,2.31445736,False,False,6.357373677999999,5.5638,3.16,10.938,0.2362,14.80257626,1.528713966,1.744996085,8.394820164,12.0318,5.2016,False,F,1.151947104,True,6742,W
17,1,F,22.75320845,0.709903811,1.5386537809999998,3.997253811,False,False,1.705936939,12.5192,3.409,12.377,1.709,31.63697381,0.30182745,2.197612479,4.323847118,6.7732,4.1602,False,F,0.359454052,True,1442,W
7,1,B,20.844897600000003,0.31337200800000004,0.784473305,5.994303684,False,False,5.88482987,6.2642,3.4202,11.376,0.5046,12.22391348,0.45181844,0.993314493,8.013393452,7.0286,1.3238,False,B,0.614196878,True,4434,W
9,2,F,38.06282012,0.043537194,0.740058324,5.688714919,False,False,2.563771573,13.3512,1.8936,12.99,0.6446,32.5889939,0.7438035759999999,2.046513718,4.682144014,15.5566,0.2894,True,F,0.57782765,True,626,W
10,1,B,31.60316224,0.563358321,1.890938963,3.605542153,False,False,2.704784332,11.0766,1.0396,12.4438,1.2942,14.93740592,2.071673686,2.977947126,3.327886199,2.3,3.689,True,U,0.258951334,False,4154,W
5,1,B,31.09516524,-0.16468982599999998,4.057734555,8.265392072000001,False,False,4.075069202,14.8422,2.717,13.0394,0.9376,32.86165821,0.7410786659999999,0.261299629,1.701402291,13.9004,3.5308,False,F,0.48260174,True,186,FE
7,2,F,34.81470479,0.121972123,0.196568584,5.47921096,True,False,2.363808021,12.274,3.0346,13.652,1.114,32.62852633,0.558949936,1.786335339,4.51042501,12.8704,3.81,False,F,0.472141002,True,7035,UE
3,2,F,29.80198525,0.8879466909999999,0.288561549,3.315367422,True,False,4.247688218,13.7556,3.367,11.1704,0.0034,26.57034089,1.53220701,0.516061653,1.642059874,12.485,2.3388,True,B,0.566435121,True,3585,UE
8,1,F,26.77881379,0.711901653,0.952712655,6.632447414,False,False,7.708644615,5.6812,1.4366,13.3074,0.3122,16.4000095,1.417453311,2.666725665,9.868050815,15.6528,3.0758,True,F,1.612780738,False,7109,W
7,1,B,16.75556881,0.8303709979999999,2.264539225,2.5282473530000003,False,False,3.796695347,6.2682,2.9874,9.1516,0.5174,13.72952976,0.304790023,1.5618468840000002,7.886268318,5.4464,4.444,False,B,0.501776507,True,5524,W
4,1,B,28.42776859,0.132197376,0.572624182,6.618370926,False,False,4.116203382,14.567,1.6714,12.8702,2.0788,41.30457828,0.415732304,1.678880219,1.814313863,12.4158,1.5166,False,F,0.340103285,False,2578,W
4,1,B,14.37449959,0.651824096,0.963566551,5.317197406,False,False,5.654524284,7.1756,1.009,12.3438,1.2852,23.06471791,0.812342792,2.429902811,5.596390082999999,13.5872,2.6686,True,V,0.745467351,False,6289,W
7,1,F,32.76104317,0.200507279,1.347558728,2.095417564,False,False,9.334885092,4.8782,2.787,14.1714,1.9058,14.23531414,0.618811479,1.600171227,9.671018625,12.9622,1.9498,False,F,1.273460497,True,4877,W
11,1,B,34.74914505,-0.170567057,0.088914022,5.973937533,False,False,3.110991,13.3046,4.3294,13.6934,1.2428,31.85635187,0.474722477,0.669785726,4.640330198,13.0782,3.262,False,F,0.5200900829999999,True,5319,UE
14,1,B,25.14741682,-0.088506633,0.842658225,6.100846702999999,False,False,7.787469045,7.6722,3.4994,15.3476,2.1830000000000003,14.50469431,0.84238152,0.792684093,7.677846206,10.2508,0.7212,False,F,0.86026695,False,7383,FE
7,1,B,27.66168972,-0.093100365,2.322729363,4.677245117,False,False,0.498246405,11.9704,1.6638,12.4226,1.873,24.43795831,0.514649123,2.302745409,3.397954556,12.3298,2.9226,False,B,0.598335057,True,5081,UE
8,1,F,31.30397092,0.977754784,0.263810672,4.172025681,False,False,3.264331478,14.3594,1.635,14.0102,1.6106,33.737440500000005,0.616514662,1.280022261,1.097254806,13.4592,3.9008,False,B,0.464634271,False,3242,W
6,2,F,33.15313641,-0.274094501,2.799753325,8.41829795,False,False,4.56116878,13.103,3.6704,13.161,0.8904,35.27817974,0.70119966,0.853216422,4.223744054,15.284,1.592,True,F,0.538045766,False,2492,UE
10,2,B,19.79534162,0.220123751,0.665696608,4.033835143,False,False,4.032977684,7.428,0.987,11.4556,1.1952,26.85853764,0.19477109,2.796895834,5.108320134,11.6292,4.5962,False,V,0.52614495,False,7834,W
8,2,F,32.8715921,0.542005551,0.338092829,3.724118195,True,False,2.406410015,12.9116,4.0386,13.3112,1.6656,33.92895476,0.286655359,2.523196668,5.193862665,13.561,3.8218,False,B,0.511241377,False,8185,UE
12,1,B,31.4020517,0.412136556,0.022810537,2.445463382,False,False,6.038381322999999,12.9726,4.539,13.5012,1.4762,30.34435477,0.577198884,0.304323201,5.444465478,14.7664,0.5820000000000001,True,B,0.594657466,False,4616,UE
5,2,F,33.23483407,1.649687022,0.585821095,0.578447292,False,True,3.404094035,14.2764,2.0772,13.0272,1.0894,32.66306305,0.332934249,1.1975134790000002,4.14723365,13.7988,1.8388,False,B,0.48397371,True,498,UE
4,1,F,40.20228753,0.334174707,0.848039977,3.742033543,False,False,1.407742846,12.4118,0.7334,13.6724,1.36,24.58028436,1.040226572,3.317876227,4.986201268,13.0514,2.4696,False,F,0.6530252360000001,False,8786,W
3,1,B,22.2388937,0.71647529,0.298151528,3.170084684,True,False,0.492590418,11.2884,1.9572,11.032,1.5366,25.70206224,0.395190042,2.149337711,5.196516455,13.027,2.9702,False,F,0.619226366,True,7749,UE
12,1,F,39.31578692,0.264454679,0.498697324,4.975293925,False,False,0.856887507,12.8956,1.0014,13.2728,1.7708,24.14420267,1.666418721,3.671547544,2.815162041,13.9848,0.8426,False,B,0.699180218,False,7732,W
5,2,B,29.92951753,-0.537035182,4.026775351,9.994551721,False,False,2.471214276,14.491,1.8166,13.629,0.4994,33.12546008,0.780167554,2.258459633,0.882805161,12.8632,1.4526,True,B,0.438878684,True,1274,UE
6,1,U,33.81401418,-0.014885826,1.7740146369999998,8.012361742000001,False,False,6.520862277000001,14.5406,4.2312,14.8766,2.281,32.35893502,0.311853533,1.237852679,5.933020118,12.8414,0.7964,True,F,0.474770798,False,3232,UE
6,2,B,29.3910069,1.3905747330000002,0.962615866,0.213485133,False,True,0.585821304,13.2196,0.2532,12.7122,0.546,34.5497369,1.021693195,2.880999431,2.114306842,14.890999999999998,0.1556,True,F,0.514987208,False,5392,UE
4,2,F,31.12084359,-0.025011883,4.060211601000002,8.09701321,False,False,3.631152572,14.6508,3.9626,14.1554,0.3654,33.60186597,0.250458934,1.419973784,5.2178736180000005,11.4356,0.525,False,F,0.38761692,False,5521,UE
3,1,F,32.89594528,0.798069948,0.015641521999999998,1.013635998,False,True,4.13297007,10.1268,2.7324,11.3584,1.2128,21.90746834,0.411652512,0.574762445,7.979420352999999,13.2778,3.0998,False,B,0.743230857,True,8874,UE
3,1,U,16.67995211,1.582963714,1.575634009,0.866481422,False,True,2.168148012,12.9714,0.884,11.3836,0.5924,32.98455197,0.802956012,1.20312495,1.338805316,12.3672,4.4798,False,F,0.409486683,True,9242,FE
11,1,B,29.05897983,-0.047781094,0.330257377,6.973491491,False,False,2.811754655,13.0664,4.3962,13.6382,1.6432,31.5212358,0.463951339,0.357219447,4.5147983080000005,12.6454,3.0860000000000003,False,F,0.485371699,True,9379,FE
6,1,F,39.10137289,0.415680316,2.636160265,2.7886575110000003,False,False,9.114081064,5.8848,1.9724,14.9918,2.3316,10.74149039,2.299403133,1.656665396,7.050125276,4.2536,0.0058,True,F,0.678958188,False,236,W
6,1,B,21.50698102,-0.2471634,1.137796364,8.60304744,False,False,10.59253784,12.402,1.2016,11.5016,9.3526,24.06986073,0.389016588,1.5001342290000002,6.656454621,12.5418,2.875,False,F,0.592306266,False,8659,FE
6,1,B,36.59876332,0.473285046,0.27715837600000004,2.863681953,False,False,0.99996858,12.305,2.7132,12.978,1.9736,28.24172088,0.781791043,1.985347644,4.632752906,13.9768,3.5706,False,B,0.596407441,False,1774,W
4,2,F,34.3649365,0.465315388,0.181201893,4.4157186930000005,False,False,2.703504008,10.6436,0.6586,12.9352,0.7758,22.30286507,0.514786813,3.424886416,6.664664765,12.5448,2.5862,False,F,0.6775826620000001,False,4757,W
8,2,F,40.38492629,-0.114907416,2.97389568,7.973403611,False,False,2.874745707,12.7462,2.6788,14.1274,0.1576,34.38040766,0.336259951,2.251794527,5.983660413,14.4416,2.6452,False,F,0.509746099,False,5892,UE
4,1,B,32.76932574,0.442348287,0.504947469,2.461762659,False,False,1.791157,13.972,3.1522,13.3002,1.4918,34.7424158,0.427670975,1.953461299,3.365830832,10.2416,2.8334,False,B,0.332364342,False,988,W
4,2,B,27.91863699,1.3806086830000002,0.76300896,2.238683929,True,False,1.6406377419999998,12.3704,3.9664,12.2186,2.3328,29.29118384,0.971647936,0.8482624329999999,4.378895115,12.7228,1.91,False,B,0.539198208,False,299,UE
3,2,F,39.66279655,0.056619962,1.036616534,6.548055374,False,False,4.010498827,12.8432,2.5282,11.1322,1.099,23.6674659,1.04591151,2.106028542,4.859128711,12.2428,2.7048,False,F,0.604739812,True,6144,W
5,1,F,33.28774187,0.809022696,0.8164397840000001,2.252106806,True,False,1.835180907,13.974,2.9118,13.0576,1.3218,32.000476899999995,0.967302302,2.6840030880000003,2.867317544,14.334,1.4018,False,B,0.517005384,True,5537,UE
3,1,F,37.04134886,-0.087988599,1.364975438,7.562129862999999,False,False,1.091712966,12.1144,0.3008,11.5122,0.6098,21.89205627,1.137875411,3.928566916,3.077803218,13.0682,3.3282,False,F,0.7027256590000001,True,7687,UE
3,1,F,39.14743772,-0.076500692,2.131130043,7.454192152999999,False,False,2.941858487,13.4634,1.5352,11.3774,0.5392,26.98273413,1.013622897,2.572943935,2.969682298,12.334,4.8012,False,F,0.518674844,True,2413,UE
3,2,F,38.96369837,0.283213672,1.519946906,3.820536133,False,False,1.959694231,11.2152,1.2344,11.71,0.6618,23.06063631,0.753349047,3.87870603,5.8083843910000015,11.9452,2.2174,False,B,0.5982684189999999,True,7282,W
6,1,F,33.15732421,2.533200547,3.490386788,6.72515052,False,False,2.770511325,14.6606,0.0136,13.8426,2.6334,21.32027629,0.402110451,2.720911992,1.942692273,7.7124,2.3480000000000003,False,U,0.371474475,False,3367,UE
3,2,B,36.14746991,-0.32171942,3.791579016,7.7894292410000014,False,False,2.199303326,13.0608,1.2898,11.5894,0.3448,31.84751341,0.70592469,1.935999633,2.491087717,11.9966,2.9624,False,B,0.422923991,True,5016,UE
3,1,B,34.51369801,1.132832838,1.735204042,0.112869768,False,True,2.216950239,12.9948,0.8696,11.2742,0.5284,27.48903553,1.217907454,2.071452415,1.5578635180000002,12.2824,4.0472,False,F,0.500786177,True,3170,UE
8,1,F,35.53112441,0.217894359,0.241612083,6.011838444,False,False,0.8010056179999999,12.793,1.6886,13.594,1.6856,30.63798221,0.89415933,3.971636285,3.188413736,13.197,3.0684,False,B,0.528004889,False,6534,W
8,2,B,39.16708365,-0.06689874700000001,3.996369678,6.468697277,False,False,3.283652064,13.0778,2.0418,13.003,1.241,37.23369306,0.729000394,1.434896755,3.918170114,15.4954,0.334,False,F,0.487546682,False,9067,UE
4,2,B,41.36519191,0.679793544,2.930720548,0.422656646,False,True,2.16807558,12.7674,1.0484,12.972,1.11,32.71868495,0.504495141,2.579384386,4.982346688,12.5292,0.8344,True,F,0.451117498,False,5072,UE
7,1,U,21.38420144,0.6856294620000001,1.065320792,1.59339006,False,False,3.877308861,6.3028,0.3448,10.1132,0.3724,27.70055748,1.414789731,2.989494317,6.255806773,14.5362,2.1044,True,V,0.665685315,True,930,W
10,1,U,16.83038192,0.233548915,0.02502948,2.646362762,False,False,2.002406922,4.0412,0.2426,6.0344,0.4344,33.64850337,0.321917036,2.493887496,8.770532526,13.9258,2.212,False,V,0.523059376,False,5896,W
5,2,F,39.77373673,0.376550169,1.099956348,4.058303797,False,False,1.160881355,12.6726,3.4184,12.1172,2.399,31.58111546,0.7916798979999999,3.063491754,4.501105772,14.4556,3.4952,False,B,0.561859337,True,853,W
3,2,B,31.85687767,-0.091643487,0.905474306,7.614910579,False,False,4.699643944,14.107,2.8568,11.4808,1.0406,28.6999062,0.496023475,0.522413351,4.090181259,12.0464,3.778,False,B,0.464563997,True,5458,FE
6,1,F,35.16681904,0.780176505,0.30689288,0.717679332,False,False,7.51272127,9.7256,1.6866,14.5294,4.0896,14.9353668,0.563891272,1.707931635,5.229093773,6.9460000000000015,0.5994,False,B,0.482162952,False,6053,W
3,1,F,35.06607365,0.037007335,1.072056078,6.085409134,False,False,1.796341493,12.461,0.0828,11.1,1.2552,27.646042200000004,0.919082869,4.037127212,3.625570637,12.678,4.931,False,F,0.537474119,True,4855,W
4,1,F,31.61990075,1.036310979,2.3362037,3.239929917,False,False,4.246212906,14.2996,0.1878,13.0086,3.8574,30.27848587,0.7629357940000001,2.296344789,1.261322605,11.5158,4.1708,False,B,0.43727595,False,9395,FE
6,1,F,44.22597229,0.4199238320000001,1.43290118,3.626075506,False,False,7.250305927,7.4618,0.768,13.1866,5.2170000000000005,17.66865993,1.561325684,3.343221236,6.878763765,14.894,1.486,False,B,1.12746504,False,829,W
6,1,B,25.57304111,2.351182885,3.071018032,2.268569165,False,True,2.582425062,12.4226,3.6124,13.8978,1.4928,36.51316478,0.334763275,1.065914124,4.801734657,11.7772,4.683,False,F,0.405974243,False,7476,FE
6,2,F,44.45100945,0.739678208,1.06375263,1.166628559,False,False,6.4471731010000015,8.2322,2.3346,13.6178,1.2096,18.53369953,2.81441573,0.81853814,6.16762178,14.9802,2.7318,False,B,1.197848004,False,4687,W
5,1,B,12.43404438,0.304861349,2.271064735,7.638143157999999,False,False,2.6765851080000003,5.282,0.6492,7.912000000000001,1.1464,32.37082116,0.483029763,4.110801643,7.080136845,15.6054,3.3302,True,V,0.6157751379999999,True,7661,W
5,1,F,18.80655411,0.829880565,1.138301964,3.976652384,False,False,2.851411924,6.044,2.1048,8.5604,0.7638,29.5615017,0.8843957109999999,1.151911478,5.920760327999999,12.8474,3.6414,True,V,0.512308633,True,6181,W
3,1,F,38.92394508,0.6385246520000001,0.13170529,2.3153188890000003,False,False,2.369285496,12.1946,1.6852,11.477,0.5728,22.00980992,1.381631846,2.642584104,2.655178071,12.4192,4.2302,False,F,0.644078744,True,4555,W
6,2,B,25.64739475,-0.664167132,3.93560811,10.21325861,False,False,0.972853165,12.8932,2.9184,12.965,3.8886,35.01251060000001,0.16942333699999998,2.347426602,6.065840351,14.4,2.4438,False,B,0.4907587920000001,False,8237,UE
3,1,F,39.02814984,0.201671655,1.557709091,4.681037364,False,False,0.979512532,11.0784,0.887,11.5908,1.7218,21.57780048,0.934347249,3.053954054,4.411016558,13.307,3.887,False,B,0.721236555,True,8633,W
6,1,B,35.14926346,0.258806272,0.531418936,5.60058452,False,False,1.143588265,12.501,2.176,13.3734,1.4366,28.02226021,1.052767983,2.091176345,3.392984295,14.1094,2.9332,False,B,0.609482282,False,6050,W
10,2,B,18.19476276,-0.171003397,1.21110708,8.874549883,False,False,1.58175873,11.8154,3.1624,12.7162,4.4626,31.33631778,0.232533653,1.732391999,5.514391195,13.1536,3.2982,False,B,0.5214585979999999,False,5461,UE
3,1,F,39.25960889,0.222388362,0.870116813,6.154651409,False,False,2.207193132,11.0644,1.3078,10.755,0.8776,17.93119515,2.883593614,3.366231046,2.974327643,12.4412,4.6528,False,F,0.913935702,True,2037,W
3,2,B,30.49345862,-0.346673137,2.664438643,8.8025455,False,False,2.948598372,13.2856,2.0264,11.7786,0.508,34.91247558,0.340278955,1.489067484,4.355394368,12.0774,3.301,False,B,0.3836746720000001,True,8628,FE
6,1,F,24.79299464,-0.4294584520000001,0.067320749,10.38272626,False,False,6.381128229,14.5336,1.919,14.0774,4.4458,23.33005993,0.387511307,1.708003021,2.235242834,7.1302,1.7442,False,U,0.325587822,False,3142,FE
3,1,F,32.33306579,1.506900277,0.020041777,2.339488549,False,False,3.128660033,13.7074,0.5286,11.3886,1.5718,33.9107235,0.3900530170000001,2.107685347,3.992842095,12.788,3.7352,False,B,0.429818915,True,641,W
10,2,F,33.97870781,0.30752595,0.215114312,6.104012636,False,False,1.892079121,12.9812,3.2184,11.787,1.7508,31.6123122,0.637485117,3.058274479,3.306412295,14.1156,3.5648,False,B,0.531126722,False,1101,W
10,2,B,38.01746470000001,-0.175254403,1.407888076,6.8474151710000015,False,False,0.7215833979999999,12.4868,2.2336,12.817,1.592,32.8055665,0.480414347,2.726566054,4.704264919,13.2458,4.96,False,B,0.493848375,False,8839,UE
7,1,B,10.75005294,-0.121685872,2.92701596,9.539225032000001,False,False,3.701963328,5.7634,0.7142,8.9266,1.209,28.61471294,0.397359783,2.639016437,6.425371936,15.1744,1.7898,True,B,0.654497483,True,7594,FE
3,1,F,36.14711333,0.337371803,0.163020395,4.504622338,False,False,2.07879316,11.3668,3.7146,11.1758,1.6446,24.93141345,0.787991565,2.368786998,6.302929581,13.1482,2.6866,False,F,0.652388493,True,7640,W
3,2,B,31.67512382,-0.09147915,3.924247654,6.582954172999999,False,False,1.316722051,12.261,1.8208,11.7146,0.6228,30.2177135,0.489650832,2.499090484,4.98537031,12.0926,2.0456,False,B,0.463245341,True,5641,UE
3,1,F,41.62443836,0.773343384,1.18596794,0.909252638,False,True,1.017862898,10.4564,2.3036,11.2902,1.7198,23.79074121,0.437572281,3.223870991,7.245592483999999,13.3528,1.924,False,F,0.663981749,True,2955,UE
3,1,F,38.37183424,0.769118271,0.054905138,1.16165961,False,False,1.094613886,12.2402,0.2388,11.4042,0.4678,28.42676243,0.683116616,4.067979074,5.260267849,13.048,3.5472,False,B,0.5280237210000001,True,7200,W
3,1,U,32.9052108,0.061349716,2.153404343,5.442457465,False,False,0.667371321,11.5868,0.2324,11.1776,0.7596,27.40508228,0.518356995,2.488305672,5.252509965,12.809,4.4996,False,F,0.5336766860000001,True,4433,W
14,1,F,42.23918198,1.310095059,1.810715371,4.193318427,False,False,0.6466289510000001,13.992,2.3144,13.447,1.9664,31.65630364,1.102502162,3.203169567,1.877789955,14.498,1.4509999999999998,False,B,0.5555144989999999,False,432,UE
6,1,B,36.05471160000001,-0.17334035,2.545707585,7.572276305,False,False,2.263721979,13.2132,2.9986,13.7306,0.7948,32.75419731,0.399348853,1.304187756,4.736592636,14.2334,0.139,False,B,0.517614217,False,5806,UE
5,1,B,32.78858228,-0.390069894,3.947280962,9.221562717000001,False,False,1.7699600219999998,14.514,2.6946,14.5378,0.9248,32.90745387,1.121424652,1.207079759,0.763462249,13.8122,1.5898,False,B,0.485705386,True,8193,UE
3,1,F,34.85335331,0.473506598,0.58414709,2.290013047,True,False,1.785167611,9.796,2.1046,11.0808,0.8652,20.65889367,1.024141748,2.036798487,5.645886415,13.3096,3.627,False,F,0.810508682,True,4117,UE
11,1,F,33.45810874,1.067281961,0.706389064,2.157471831,True,False,0.569041475,14.026,0.7902,13.7478,1.2866,38.77315609,0.488466483,4.069261514,3.3007120530000003,14.2376,0.4628,False,F,0.439557021,True,7517,UE
8,1,B,34.51923774,0.269426359,0.557287034,2.148178855,False,False,2.671242063,11.1948,3.5294,13.3298,1.924,31.13709154,0.559763242,1.378690465,5.197780333,13.1916,4.5016,False,B,0.543074241,False,2927,W
4,1,U,33.07783095,0.957183183,0.003030702,3.357215001,False,False,5.166588217,14.666,4.125,14.7768,1.0404,36.73576287,0.550259316,0.470574886,2.298184526,9.6472,3.5306,False,F,0.291395812,False,2599,W
7,1,F,16.64025447,2.260036184,3.238835955,1.753269516,False,False,0.466994647,4.2276,0.7694,4.6408,0.987,13.55327936,0.319068448,1.7921204309999998,7.899596503,4.4492,0.4224,True,V,0.265791209,True,4993,W
5,2,B,33.85136081,-0.139786881,1.789724236,7.021960869,False,False,1.174790024,12.944,2.5508,13.7106,1.6606,31.77675421,0.479752229,2.295822097,4.542767191,12.4554,3.1936,False,B,0.457731628,True,8147,UE
3,2,U,28.94039349,0.471673274,1.661696475,4.081664528,False,False,0.861378546,12.217,0.525,11.3582,0.4584,35.0890648,0.153217098,3.690858561,5.502767546,12.109000000000002,4.8816,False,F,0.3894182570000001,True,6272,W
9,2,U,38.85605278,1.061771842,2.473172399,3.039207303,False,False,2.766181982,12.3244,4.2692,13.2894,1.6768,32.11871888,1.088270925,1.932161917,3.454278088,14.816,2.9094,False,B,0.586427039,True,4013,UE
